38160312BAD GODESBERGER KREDITBANK                                53156BONN                          061                        
38250110KREISSPARKASSE                                            53861EUSKIRCHEN                    001                        
38260082VOLKSBANK EUSKIRCHEN                                      53862EUSKIRCHEN                    061                        
38440016COMMERZBANK                                               51602GUMMERSBACH                   131                        
38450000SPARKASSE GUMMERSBACHBERGNEUSTADT                         51608GUMMERSBACH                   001                        
38452490SPARKASSE                                                 51656WIEHL                         001                        
38460081VOLKSBANK OBERBERG                                        51641GUMMERSBACH                   061                        
38462135RAIFFEISENBANK WIEHL                                      51655WIEHL                         061                        
38470024DEUTSCHE BANK 24                                          51602GUMMERSBACH                   631                        
38470091DEUTSCHE BANK                                             51602GUMMERSBACH                   631                        
38600000LANDESZENTRALBANK                                         53706SIEGBURG                      091                        
38621500STEYLER MISSIONSSPARINSTITUT                              53754SANKT AUGUSTIN                381                        
38650000KREISSPARKASSE                                            53705SIEGBURG                      001                        
38651390SPARKASSE                                                 53762HENNEF                        001                        
38660095VOLKSBANKRAIFFEISENBANK SIEGBURG                          53709SIEGBURG                      061                        
39000000LANDESZENTRALBANK                                         52008AACHEN                        091                        
39010111BFG BANK                                                  52003AACHEN                        131                        
39010200ABN AMRO BANK                                             52022AACHEN                        101                        
39020000AACHENER BAUSPARKASSE                                     52001AACHEN                        091                        
39020383DELBRUECK & CO                                            52006AACHEN                        001                        
39040013COMMERZBANK                                               52003AACHEN                        131                        
39050000SPARKASSE                                                 52059AACHEN                        001                        
39060180AACHENER BANK                                             52001AACHEN                        061                        
39060630DEUTSCHE APOTHEKER UND AERZTEBANK                         52005AACHEN                        141                        
39061981HEINSBERGER VOLKSBANK                                     52515HEINSBERG, RHEINL             061                        
39070020DEUTSCHE BANK                                             52006AACHEN                        631                        
39070024DEUTSCHE BANK 24                                          52006AACHEN                        631                        
39080005DRESDNER BANK                                             52006AACHEN                        761                        
39080098DRESDNER BANK ZW 98                                       52006AACHEN                        761                        
39080099DRESDNER BANK ZW 99                                       52006AACHEN                        761                        
39160191PAXBANK                                                   52012AACHEN                        061                        
39161490VOLKSBANK AACHEN SUED                                     52037AACHEN                        061                        
39162287VOLKSBANK HERZOGENRATH                                    52111HERZOGENRATH                  061                        
39162980VOLKSBANK WUERSELEN                                       52135WUERSELEN                     061                        
39360097VOLKSBANK STOLBERGESCHWEILER                              52205STOLBERG, RHEINL              061                        
39362254RAIFFEISENBANK ESCHWEILER                                 52231ESCHWEILER, RHEINL            061                        
39500000LANDESZENTRALBANK                                         52312DUEREN                        091                        
39540052COMMERZBANK                                               52303DUEREN                        131                        
39550000STADTSPARKASSE                                            52319DUEREN                        001                        
39550110SPARKASSE DUEREN                                          52324DUEREN                        001                        
39560201VOLKSBANK DUEREN                                          52316DUEREN                        061                        
39561550VOLKSBANK RUREIFEL                                        52372KREUZAU                       061                        
39570024DEUTSCHE BANK 24                                          52304DUEREN                        631                        
39570061DEUTSCHE BANK                                             52304DUEREN                        631                        
39580041DRESDNER BANK                                             52304DUEREN                        761                        
40000000LANDESZENTRALBANK                                         48135MUENSTER, WESTF               091                        
40010111BFG BANK                                                  48136MUENSTER, WESTF               131                        
40010222ABN AMRO BANK                                             48001MUENSTER, WESTF               101                        
40030000MUENSTERLAENDISCHE BANK THIE & CO                         48029MUENSTER, WESTF               611                        
40040028COMMERZBANK                                               48136MUENSTER, WESTF               131                        
40050000WESTDEUTSCHE LANDESBANK                                   48134MUENSTER, WESTF               081                        
40050150SPARKASSE                                                 48135MUENSTER, WESTF               001                        
40051475SPARKASSE                                                 48211WARENDORF                     001                        
40060000WESTDEUTSCHE GENOSSENSCHAFTSZENTRALBANK                   48136MUENSTER, WESTF               441                        
40060104DGM EV DARLEHNSGENOSSENSCHAFT                             48012MUENSTER, WESTF               341                        
40060265DKM DARLEHNSKASSE MUENSTER                                48008MUENSTER, WESTF               341                        
40060300WESTFAELISCHE LANDSCHAFT BODENKREDITBANK                  48046MUENSTER, WESTF               091                        
40060560SPARDABANK MUENSTER                                       48037MUENSTER, WESTF               851                        
40060614DEUTSCHE APOTHEKER UND AERZTEBANK                         48008MUENSTER, WESTF               141                        
40061238VOLKSBANK GREVEN                                          48256GREVEN, WESTF                 341                        
40062624VOLKSBANK TELGTEWESTBEVERN                                48284TELGTE                        341                        
40069226VOLKSBANK DARUPRORUP                                      48301NOTTULN                       341                        
40069230VOLKSBANK DRENSTEINFURT                                   48310DRENSTEINFURT                 341                        
40069266VOLKSBANK MARSBERG                                        34418MARSBERG                      341                        
40069283VOLKSBANK SCHLANGEN                                       33185SCHLANGEN                     341                        
40069348VOLKSBANK MEDEBACH                                        59961MEDEBACH, SAUERL              341                        
40069358VOLKSBANK                                                 49505RECKE                         341                        
40069362VOLKSBANK                                                 48367SAERBECK                      341                        
40069363VOLKSBANK SCHERMBECK                                      46510SCHERMBECK, NIEDERRHEIN       341                        
40069371VOLKSBANK THUELEN                                         59929BRILON                        341                        
40069408VOLKSBANK BAUMBERGE                                       48723BILLERBECK, WESTF             341                        
40069462VOLKSBANK SPRAKEL                                         48070MUENSTER, WESTF               341                        
40069477VOLKSBANK WULFEN                                          46263DORSTEN                       341                        
40069537VOLKSBANK OSTBEVERNKATTENVENNE                            48343OSTBEVERN                     341                        
40069545VOLKSBANK SCHOENHOLTHAUSEN                                57413FINNENTROP                    341                        
40069546VOLKSBANK SENDEN                                          48308SENDEN, WESTF                 341                        
40069600VOLKSBANK AMELSBUEREN                                     48085MUENSTER, WESTF               341                        
40069601VOLKSBANK ASCHEBERGHERBERN                                59381ASCHEBERG, WESTF              341                        
40069606VOLKSBANK ERLE                                            46346RAESFELD                      341                        
40069622VOLKSBANK SEPPENRADE                                      59340LUEDINGHAUSEN                 341                        
40069636VOLKSBANK LETTE                                           48645COESFELD, WESTF               341                        
40069709VOLKSBANK LEMBECKRHADE                                    46286DORSTEN                       341                        
40069716VOLKSBANK SUEDKIRCHENCAPELLENORDKIRCHEN                   59388NORDKIRCHEN                   341                        
40070024DEUTSCHE BANK 24                                          48136MUENSTER, WESTF               631                        
40070080DEUTSCHE BANK                                             48136MUENSTER, WESTF               631                        
40080040DRESDNER BANK                                             48135MUENSTER, WESTF               761                        
40090900PSD BANK                                                  48033MUENSTER, WESTF               911                        
40150001WESTDEUTSCHE LANDESBANK CLEARINGKTO MUENSTER              48134MUENSTER, WESTF               091                        
40153452STADTSPARKASSE                                            48723BILLERBECK, WESTF             001                        
40153768STADTSPARKASSE                                            48270EMSDETTEN                     011                        
40154006STADTSPARKASSE                                            48596GRONAU, WESTF                 001                        
40154476STADTSPARKASSE                                            49515LENGERICH, WESTF              001                        
40154530SPARKASSE COESFELD                                        59335LUEDINGHAUSEN                 001                        
40154680STADTSPARKASSE                                            48602OCHTRUP                       001                        
40154702STADTSPARKASSE                                            48695STADTLOHN                     001                        
40154870SPARKASSE                                                 48686VREDEN                        001                        
40160050VOLKSBANK MUENSTER                                        48044MUENSTER, WESTF               341                        
40163123VOLKSBANK COESFELDDUELMEN                                 48639COESFELD, WESTF               341                        
40163720VOLKSBANK STEINFURTEMSDETTEN                              48269EMSDETTEN                     341                        
40164024VOLKSBANK GRONAUAHAUS                                     48580GRONAU, WESTF                 341                        
40164256VOLKSBANK LAERHORSTMARLEER                                48362LAER STEINFURT                341                        
40164352VOLKSBANK NOTTULN                                         48294NOTTULN                       341                        
40164528VOLKSBANK LUEDINGHAUSENOLFEN                              59336LUEDINGHAUSEN                 341                        
40164618VOLKSBANK                                                 48602OCHTRUP                       341                        
40164821VOLKSBANK VREDEN                                          48686VREDEN                        341                        
40164901SPAR UND DARLEHNSKASSE                                    48705GESCHER                       341                        
40165366VOLKSBANK SELMBORK                                        59371SELM                          341                        
40165400VOLKSBANK ALBERSLOH                                       48321SENDENHORST                   341                        
40166439VOLKSBANK LENGERICH/LOTTE                                 49515LENGERICH, WESTF              341                        
40166800VOLKSBANK BULDERN                                         48241DUELMEN                       341                        
40300000LANDESZENTRALBANK                                         48407RHEINE, WESTF                 091                        
40340030COMMERZBANK                                               48402RHEINE, WESTF                 131                        
40350005STADTSPARKASSE                                            48410RHEINE, WESTF                 001                        
40351060SPARKASSE                                                 49465IBBENBUEREN                   001                        
40351220SPARKASSE                                                 48543STEINFURT, WESTF              001                        
40360039VOLKSBANK RHEINE                                          48411RHEINE, WESTF                 341                        
40361444VOLKSBANK METELEN                                         48626METELEN                       341                        
40361627VOLKSBANK WESTERKAPPELNWERSEN                             49487WESTERKAPPELN                 341                        
40361906IBBENBUERENER VOLKSBANK                                   49463IBBENBUEREN                   341                        
40362280RIESENBECKER VOLKSBANK                                    48469HOERSTEL                      341                        
40363433VOLKSBANK HOERSTEL                                        48467HOERSTEL                      341                        
40370024DEUTSCHE BANK 24                                          48403RHEINE, WESTF                 631                        
40370079DEUTSCHE BANK                                             48403RHEINE, WESTF                 631                        
41000000LANDESZENTRALBANK                                         59009HAMM, WESTF                   091                        
41010111BFG BANK                                                  59001HAMM, WESTF                   131                        
41040018COMMERZBANK                                               59003HAMM, WESTF                   131                        
41050095SPARKASSE                                                 59061HAMM, WESTF                   001                        
41051605STADTSPARKASSE                                            59358WERNE, LIPPE                  001                        
41051845SPARKASSE BERGKAMENBOENEN                                 59180BERGKAMEN                     001                        
41060120VOLKSBANK HAMM                                            59016HAMM, WESTF                   341                        
41061011SPAR UND DARLEHNSKASSE BOCKUMHOEVEL                       59038HAMM, WESTF                   341                        
41061903BAG BANKAKTIENGESELLSCHAFT                                59005HAMM, WESTF                   341                        
41062215VOLKSBANK BOENEN                                          59194BOENEN                        341                        
41070024DEUTSCHE BANK 24                                          59003HAMM, WESTF                   631                        
41070049DEUTSCHE BANK                                             59003HAMM, WESTF                   631                        
41250035SPARKASSE                                                 59267BECKUM, WESTF                 001                        
41252555SPARKASSE                                                 59211AHLEN, WESTF                  001                        
41260006VOLKSBANK BECKUM                                          59249BECKUM, WESTF                 341                        
41261228VOLKSBANK DIESTEDDELIESBORNHERZFELD                       59326WADERSLOH                     341                        
41261324VOLKSBANK ENNIGEROSTENFELDEWESTKIRCHEN                    59315ENNIGERLOH                    341                        
41261419VOLKSBANK OELDEENNIGERLOHNEUBECKUM                        59307ENNIGERLOH                    341                        
41262501VOLKSBANK AHLENSASSENBERGWARENDORF                        59213AHLEN, WESTF                  341                        
41262621VOLKSBANK 2000                                            48319SENDENHORST                   341                        
41280043DRESDNER BANK                                             59243BECKUM, WESTF                 761                        
41440018COMMERZBANK                                               59472SOEST, WESTF                  131                        
41450075SPARKASSE                                                 59491SOEST, WESTF                  001                        
41451485SPARKASSE                                                 59515MOEHNESEE                     001                        
41451750SPARKASSE                                                 59089WERL                          001                        
41460116VOLKSBANK HELLWEG                                         59483SOEST, WESTF                  341                        
41462295VOLKSBANK WICKEDE RUHR                                    58734WICKEDE, RUHR                 341                        
41650001STADTSPARKASSE                                            59553LIPPSTADT                     001                        
41651770SPARKASSE HOCHSAUERLAND                                   59917BRILON                        001                        
41651815SPARKASSE ERWITTEANROECHTE                                59592ERWITTE                       001                        
41651965SPARKASSE                                                 59585GESEKE, WESTF                 001                        
41652560SPARKASSE WARSTEINRUETHEN                                 59564WARSTEIN                      001                        
41660124VOLKSBANK LIPPSTADT                                       59537LIPPSTADT                     341                        
41661206VOLKSBANK ANROECHTE                                       59604ANROECHTE                     341                        
41661379VOLKSBANK BAD WESTERNKOTTEN                               59594ERWITTE                       341                        
41661504VOLKSBANK BENNINGHAUSEN                                   59556LIPPSTADT                     341                        
41661719VOLKSBANK BRILON                                          59920BRILON                        341                        
41662390VOLKSBANK RUETHEN                                         59598RUETHEN                       341                        
41662465VOLKSBANK STOERMEDE                                       59585GESEKE, WESTF                 341                        
41662557VOLKSBANK WARSTEINBELECKE                                 59564WARSTEIN                      341                        
41663335VOLKSBANK HOERSTE                                         59558LIPPSTADT                     341                        
41670024DEUTSCHE BANK 24                                          59524LIPPSTADT                     631                        
41670027DEUTSCHE BANK                                             59524LIPPSTADT                     631                        
41670028DEUTSCHE BANK                                             59915BRILON                        631                        
41670029DEUTSCHE BANK                                             59472SOEST, WESTF                  631                        
41670030DEUTSCHE BANK                                             59441WERL                          631                        
42000000LANDESZENTRALBANK                                         45816GELSENKIRCHEN                 091                        
42010111BFG BANK                                                  45803GELSENKIRCHEN                 131                        
42030600ISBANK FIL GELSENKIRCHEN                                  45879GELSENKIRCHEN                 061                        
42040040COMMERZBANK                                               45805GELSENKIRCHEN                 131                        
42050001SPARKASSE                                                 45801GELSENKIRCHEN                 251                        
42070024DEUTSCHE BANK 24                                          45801GELSENKIRCHEN                 631                        
42070062DEUTSCHE BANK                                             45801GELSENKIRCHEN                 631                        
42080082DRESDNER BANK                                             45806GELSENKIRCHEN                 761                        
42260001VOLKSBANK GELSENKIRCHENBUER                               45877GELSENKIRCHEN                 341                        
42450040STADTSPARKASSE                                            45955GLADBECK, WESTF               001                        
42451220SPARKASSE                                                 46215BOTTROP                       001                        
42461435VOLKSBANK KIRCHHELLEN                                     46216BOTTROP                       341                        
42600000LANDESZENTRALBANK                                         45610RECKLINGHAUSEN                091                        
42610112BFG BANK                                                  45603RECKLINGHAUSEN                131                        
42640048COMMERZBANK                                               45603RECKLINGHAUSEN                131                        
42650030STADTSPARKASSE RECKLINGHAUSEN                             45655RECKLINGHAUSEN                001                        
42650150KREISSPARKASSE                                            45608RECKLINGHAUSEN                001                        
42651315STADTSPARKASSE                                            45713HALTERN, WESTF                001                        
42661008VOLKSBANK MARLRECKLINGHAUSEN                              45752MARL, WESTF                   341                        
42661330VOLKSBANK HALTERN                                         45712HALTERN, WESTF                341                        
42661522VOLKSBANK HERTENWESTERHOLT                                45678HERTEN, WESTF                 341                        
42661717VOLKSBANK                                                 45724WALTROP                       341                        
42662320VOLKSBANK DORSTEN                                         46256DORSTEN                       341                        
42680081DRESDNER BANK                                             45604RECKLINGHAUSEN                761                        
42840005COMMERZBANK                                               46362BOCHOLT                       131                        
42850035STADTSPARKASSE                                            46372BOCHOLT                       001                        
42851310KREISSPARKASSE                                            46304BORKEN, WESTF                 001                        
42860003VOLKSBANK BOCHOLT                                         46374BOCHOLT                       341                        
42861239SPAR UND DARLEHNSKASSE                                    48729REKEN                         341                        
42861387BORKENER VOLKSBANK                                        46308BORKEN, WESTF                 341                        
42861416VOLKSBANK                                                 46495HAMMINKELN                    341                        
42861515VOLKSBANK GEMEN                                           46308BORKEN, WESTF                 341                        
42861608VOLKSBANK HEIDEN                                          46356HEIDEN                        341                        
42861814VOLKSBANK RHEDE                                           46407RHEDE, WESTF                  341                        
42862451VOLKSBANK RAESFELD                                        46344RAESFELD                      341                        
42870024DEUTSCHE BANK 24                                          46363BOCHOLT                       631                        
42870077DEUTSCHE BANK                                             46363BOCHOLT                       631                        
43000000LANDESZENTRALBANK                                         44715BOCHUM                        091                        
43010111BFG BANK                                                  44702BOCHUM                        131                        
43020000WESTFALENBANK                                             44727BOCHUM                        321                        
43040036COMMERZBANK                                               44701BOCHUM                        131                        
43050001SPARKASSE                                                 44724BOCHUM                        001                        
43051040SPARKASSE                                                 45504HATTINGEN, RUHR               001                        
43060129VOLKSBANK BOCHUM                                          44728BOCHUM                        341                        
43060967GLS GEMEINSCHAFTSBANK                                     44789BOCHUM                        341                        
43070024DEUTSCHE BANK 24                                          44705BOCHUM                        631                        
43070061DEUTSCHE BANK                                             44705BOCHUM                        631                        
43080083DRESDNER BANK                                             44705BOCHUM                        761                        
43250030HERNER SPARKASSE                                          44621HERNE                         001                        
44000000LANDESZENTRALBANK                                         44025DORTMUND                      091                        
44010046POSTBANK                                                  44131DORTMUND                      241                        
44010111BFG BANK                                                  44003DORTMUND                      131                        
44010200AXA COLONIA BAUSPARKASSE                                  44126DORTMUND                      091                        
44010300ABN AMRO BANK                                             44002DORTMUND                      101                        
44010400WESTFAELISCHE HYPOTHEKENBANK                              44128DORTMUND                      091                        
44020090BAYER HYPO UND VEREINSBANK                                44003DORTMUND                      951                        
44040037COMMERZBANK                                               44047DORTMUND                      131                        
44040038COMMERZBANK ZW 38                                         44047DORTMUND                      131                        
44040039COMMERZBANK ZW 39                                         44047DORTMUND                      131                        
44050000WESTDEUTSCHE LANDESBANK                                   44047DORTMUND                      081                        
44050199STADTSPARKASSE                                            44137DORTMUND                      061                        
44060122VOLKSBANK DORTMUNDNORDWEST                                44359DORTMUND                      341                        
44060604DEUTSCHE APOTHEKER UND AERZTEBANK                         44002DORTMUND                      141                        
44070024DEUTSCHE BANK 24                                          44126DORTMUND                      631                        
44070050DEUTSCHE BANK                                             44126DORTMUND                      631                        
44080050DRESDNER BANK                                             44047DORTMUND                      761                        
44080059DRESDNER BANK ZW 59                                       44047DORTMUND                      761                        
44090920PSD BANK                                                  44139DORTMUND                      911                        
44130000HANDEL UND KREDIT BANKHAUS ALTENA FIL                     44139DORTMUND                      091                        
44152255SPARKASSE                                                 44573CASTROP-RAUXEL                001                        
44152370SPARKASSE                                                 44530LUENEN                        001                        
44152490STADTSPARKASSE                                            58212SCHWERTE                      001                        
44160014DORTMUNDER VOLKSBANK                                      44128DORTMUND                      341                        
44340037COMMERZBANK                                               59401UNNA                          131                        
44350060SPARKASSE                                                 59409UNNA                          001                        
44351380STAEDTISCHE SPARKASSE                                     59159KAMEN, WESTF                  001                        
44351740SPARKASSE                                                 58720FROENDENBERG                  001                        
44360002VOLKSBANK UNNA SCHWERTE                                   59411UNNA                          341                        
44361342VOLKSBANK KAMENWERNE                                      59159KAMEN, WESTF                  341                        
44540022COMMERZBANK                                               58583ISERLOHN                      131                        
44550045SPARKASSE                                                 58634ISERLOHN                      001                        
44551210STADTSPARKASSE                                            58656HEMER                         001                        
44561102VOLKSBANK LETMATHE                                        58614ISERLOHN                      341                        
44570004DEUTSCHE BANK                                             58634ISERLOHN                      631                        
44570024DEUTSCHE BANK 24                                          58634ISERLOHN                      631                        
44580070DRESDNER BANK                                             58634ISERLOHN                      761                        
44750065SPARKASSE                                                 58688MENDEN, SAUERL                001                        
44760037VOLKSBANK MENDEN                                          58689MENDEN, SAUERL                341                        
44761312SPAR UND DARLEHNSKASSE MENDENBOESPERDE                    58706MENDEN, SAUERL                341                        
44761438GENOSSENSCHAFTSBANK LENDRINGSEN                           58694MENDEN, SAUERL                341                        
44761534VOLKSBANK NEUENRADE                                       58803NEUENRADE                     341                        
45000000LANDESZENTRALBANK                                         58042HAGEN                         091                        
45030000HANDEL UND KREDIT BANKHAUS ALTENA                         58743ALTENA, WESTF                 001                        
45040042COMMERZBANK                                               58006HAGEN                         131                        
45050001STADTSPARKASSE                                            58042HAGEN                         021                        
45051485STADTSPARKASSE                                            58311HERDECKE, RUHR                001                        
45060009VOLKSBANK HAGEN                                           58037HAGEN                         341                        
45061524VOLKSBANK HOHENLIMBURG                                    58103HAGEN                         341                        
45070002DEUTSCHE BANK                                             58085HAGEN                         631                        
45070024DEUTSCHE BANK 24                                          58085HAGEN                         631                        
45080060DRESDNER BANK                                             58041HAGEN                         761                        
45240056COMMERZBANK                                               58402WITTEN                        131                        
45250035STADTSPARKASSE                                            58449WITTEN                        001                        
45251480STADTSPARKASSE                                            58287WETTER, RUHR                  001                        
45251515STADTSPARKASSE                                            45536SPROCKHOEVEL                  001                        
45260041VOLKSBANK WITTEN                                          58414WITTEN                        341                        
45260475SPAR U KREDITBANK D BUNDES FR EV GEMEINDEN                58426WITTEN                        341                        
45261547VOLKSBANK SPROCKHOEVEL                                    45538SPROCKHOEVEL                  341                        
45450050STADTSPARKASSE                                            58265GEVELSBERG                    001                        
45451060SPARKASSE                                                 58244ENNEPETAL                     001                        
45451555STAEDTISCHE SPARKASSE                                     58320SCHWELM                       001                        
45660029VOLKSBANK ALTENA                                          58754ALTENA, WESTF                 341                        
45661471VOLKSBANK PLETTENBERGWERDOHL                              58778WERDOHL                       341                        
45840026COMMERZBANK                                               58463LUEDENSCHEID                  131                        
45841031COMMERZBANK                                               58811PLETTENBERG                   131                        
45850005SPARKASSE                                                 58505LUEDENSCHEID                  001                        
45851020VEREINIGTE SPARKASSE                                      58816PLETTENBERG                   001                        
45851390SPARKASSE                                                 58544HALVER                        001                        
45851665SPARKASSE KIERSPEMEINERZHAGEN                             58531MEINERZHAGEN                  001                        
45860033VOLKSBANK LUEDENSCHEIDHALVER                              58478LUEDENSCHEID                  341                        
45861434VOLKSBANK KIERSPE                                         58556KIERSPE                       341                        
45861617VOLKSBANK MEINERZHAGEN                                    58531MEINERZHAGEN                  341                        
45861820VOLKSBANK VALBERT                                         58534MEINERZHAGEN                  341                        
46000000LANDESZENTRALBANK                                         57004SIEGEN                        091                        
46010111BFG BANK                                                  57010SIEGEN                        131                        
46040033COMMERZBANK                                               57002SIEGEN                        131                        
46050001SPARKASSE                                                 57009SIEGEN                        001                        
46051240SPARKASSE                                                 57291BURBACH, SIEGERL              001                        
46051733STADTSPARKASSE                                            57251FREUDENBERG, WESTF            001                        
46051875STADTSPARKASSE                                            57261HILCHENBACH                   001                        
46052065STADTSPARKASSE                                            57207KREUZTAL                      001                        
46052855STADTSPARKASSE                                            57376SCHMALLENBERG, SAUERL         001                        
46053480SPARKASSE                                                 57304BAD BERLEBURG                 001                        
46060040VOLKSBANK SIEGENNETPHEN                                   57011SIEGEN                        341                        
46061724VOLKSBANK FREUDENBERG                                     57252FREUDENBERG, WESTF            341                        
46061804VOLKSBANK                                                 57261HILCHENBACH                   341                        
46062106VOLKSBANK LITTFELD                                        57217KREUZTAL                      341                        
46062344VOLKSBANK BAD LAASPHE                                     57326BAD LAASPHE                   061                        
46062632VOLKSBANK SUEDSIEGERLAND NEUNKIRCHEN                      57274NEUNKIRCHEN, SIEGERL          341                        
46062817VOLKSBANK SCHMALLENBERG                                   57377SCHMALLENBERG, SAUERL         341                        
46063405VOLKSBANK WITTGENSTEIN                                    57306BAD BERLEBURG                 341                        
46070024DEUTSCHE BANK 24                                          57069SIEGEN                        631                        
46070090DEUTSCHE BANK                                             57069SIEGEN                        631                        
46080010DRESDNER BANK                                             57003SIEGEN                        761                        
46240016COMMERZBANK                                               57442OLPE, BIGGESEE                131                        
46250049SPARKASSE                                                 57447OLPE, BIGGESEE                001                        
46251590SPARKASSE                                                 57401FINNENTROP                    001                        
46251630SPARKASSE ATTENDORNLENNESTADTKIRCHHUNDEM                  57428ATTENDORN, WESTF              001                        
46260023VOLKSBANK OLPE                                            57450OLPE, BIGGESEE                341                        
46261306VOLKSBANK ATTENDORN                                       57427ATTENDORN, WESTF              341                        
46261607VOLKSBANK GREVENBRUECK                                    57349LENNESTADT                    341                        
46261822VOLKSBANK WENDENDROLSHAGEN                                57473WENDEN, BIGGETAL              341                        
46262456VOLKSBANK HUNDEMLENNE                                     57342LENNESTADT                    341                        
46400000LANDESZENTRALBANK                                         59803ARNSBERG                      091                        
46441003COMMERZBANK                                               59851MESCHEDE                      131                        
46451012SPARKASSE                                                 59856MESCHEDE                      001                        
46451250SPARKASSE                                                 59903BESTWIG                       001                        
46461126VOLKSBANK SAUERLAND                                       59857MESCHEDE                      341                        
46462271SPAR UND DARLEHNSKASSE OEVENTROP                          59810ARNSBERG                      341                        
46462370VOLKSBANK SUNDERN                                         59834SUNDERN, SAUERLAND            341                        
46464453VOLKSBANK REISTEESLOHE                                    59884ESLOHE, SAUERLAND             341                        
46640018COMMERZBANK                                               59704ARNSBERG                      131                        
46650005SPARKASSE                                                 59753ARNSBERG                      001                        
46660022VOLKSBANK NEHEIMHUESTEN                                   59738ARNSBERG                      341                        
46670007DEUTSCHE BANK                                             59704ARNSBERG                      631                        
46670024DEUTSCHE BANK 24                                          59704ARNSBERG                      631                        
47200000LANDESZENTRALBANK                                         33050PADERBORN                     091                        
47240047COMMERZBANK                                               33043PADERBORN                     131                        
47250101SPARKASSE                                                 33054PADERBORN                     001                        
47251550SPARKASSE                                                 33027BRAKEL, WESTF                 001                        
47251740STADTSPARKASSE                                            33122DELBRUECK, WESTF              001                        
47260121VOLKSBANK PADERBORN                                       33057PADERBORN                     341                        
47260234VOLKSBANK ELSENWEWERBORCHEN                               33075PADERBORN                     341                        
47260307BANK FUER KIRCHE UND CARITAS                              33044PADERBORN                     341                        
47261257VOLKSBANK LICHTENAU                                       33162LICHTENAU, WESTF              341                        
47261429VOLKSBANK HAAREN                                          33181WUENNENBERG                   341                        
47261507VOLKSBANK BRAKEL                                          33029BRAKEL, WESTF                 341                        
47261603VOLKSBANK BUEREN                                          33132BUEREN, WESTF                 341                        
